scenario,Region,EMF30 Sector,pollutant,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
SSP1,AFRI_EAST,End_Use_Residential_Bio_Mod,PM_total,,,,,,,,,,,,,,,,,,,,,,,
SSP1,AFRI_EAST,End_Use_Residential_Bio_Mod,SO2,,,,,,,,,,,,,,,,,,,,,,,
SSP1,AFRI_EAST,End_Use_Residential_Bio_Mod,VOC,,,,,,,,0.0019999999999999,0.0019999999999999,0.0019999999999999,0.0019999999999999,0.0019999999999999,0.0019999999999999,0.0019999999999999,0.0019999999999999,0.0019999999999999,0.0019999999999999,0.0019999999999999,0.0019999999999999,0.0019999999999999,0.0019999999999999,0.0019999999999999,0.0019999999999999
SSP1,AFRI_EAST,End_Use_Residential_Bio_Trad_Cook,CO,6.0,6.0,6.0,5.329984605843526,5.335633589337759,5.327548071574122,5.191362409956854,4.998472137961171,4.746950594834244,3.568430126863188,2.8571213718304,2.1784669737296105,1.5953582458624054,1.4333529639782752,1.2955607549061186,1.1662932539856845,1.0547988847359884,1.0547988847359884,1.0547988847359884,1.0547988847359884,1.0547988847359884,1.0547988847359884,1.0547988847359884
SSP1,AFRI_EAST,End_Use_Residential_Bio_Trad_Cook,NH3,0.0081999999999999,0.0082,0.0082,0.0082,0.0082,0.0082,0.0082,0.0082,0.0082,0.0082,0.0082,0.0082,0.0082,0.0082,0.0082,0.0082,0.0082,0.0082,0.0082,0.0082,0.0082,0.0082,0.0082
SSP1,AFRI_EAST,End_Use_Residential_Bio_Trad_Cook,NOX,0.0599999999999999,0.06,0.06,0.06,0.06,0.0599999999999999,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
SSP1,AFRI_EAST,End_Use_Residential_Bio_Trad_Cook,PM_BC,0.0705,0.0705,0.0705,0.0624938838494862,0.0625613844149681,0.0624647693298263,0.0608374660850776,0.0585422950126123,0.0555526532281268,0.0423739987253486,0.0339433110813914,0.0263917183022087,0.0200962675123371,0.0183219534735394,0.0168256604481664,0.0154363041804383,0.01425,0.01425,0.01425,0.01425,0.01425,0.01425,0.01425
SSP1,AFRI_EAST,End_Use_Residential_Bio_Trad_Cook,PM_OC,0.2224474999999999,0.2224475,0.2224475,0.1971859323065047,0.1973989157396968,0.1970940677375397,0.1919594643540469,0.184717548508058,0.1752843805526771,0.1286478998476211,0.1017975873182692,0.0767888335809273,0.0560402730173626,0.0499021487483722,0.044659868617777,0.039717786354559,0.035435,0.035435,0.035435,0.035435,0.035435,0.035435,0.035435
SSP1,AFRI_EAST,End_Use_Residential_Bio_Trad_Cook,PM_total,0.2929474999999999,0.29294749999999997,0.29294749999999997,0.2596798161559909,0.2599603001546649,0.259558837067366,0.2527969304391245,0.2432598435206703,0.2308370337808039,0.17102189857296968,0.13574089839966058,0.10318055188313599,0.0761365405296997,0.0682241022219116,0.0614855290659434,0.0551540905349973,0.049685,0.049685,0.049685,0.049685,0.049685,0.049685,0.049685
SSP1,AFRI_EAST,End_Use_Residential_Bio_Trad_Cook,SO2,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
